"Ans","Expression","acc","avg_rt","condition","conditionorders","correct","correct_consent_resp","correct_response","nbackdigit","oldnew","phase","practice","response","response_age_form","response_feedback_resp","response_gender_form","response_time","subject_nr","target","test_word","total_correct","total_response_time","total_responses"
"NA","NA","100","20221","NA","['D', 'A', 'B', 'C']","undefined","1","NA","NA","NA","NA","NA","return","NA","NA","NA","8189","51","NA","NA","1","20221","1"
"NA","NA","100","2977","D","['D', 'A', 'B', 'C']","1","1","None","8","NA","practice","1","None","NA","NA","NA","2977","51","NA","NA","1","2977","1"
"NA","NA","100","2173.5","D","['D', 'A', 'B', 'C']","1","1","z","8","NA","practice","1","z","NA","NA","NA","1370","51","NA","NA","2","4347","2"
"NA","NA","100","2158.66666667","D","['D', 'A', 'B', 'C']","1","1","z","6","NA","practice","1","z","NA","NA","NA","2129","51","NA","NA","3","6476","3"
"NA","NA","100","1984.25","D","['D', 'A', 'B', 'C']","1","1","z","5","NA","practice","1","z","NA","NA","NA","1461","51","NA","NA","4","7937","4"
"NA","NA","100","1804.8","D","['D', 'A', 'B', 'C']","1","1","m","7","NA","practice","1","m","NA","NA","NA","1087","51","NA","NA","5","9024","5"
"NA","NA","100","1668.66666667","D","['D', 'A', 'B', 'C']","1","1","m","4","NA","practice","1","m","NA","NA","NA","988","51","NA","NA","6","10012","6"
"NA","NA","100","1568","D","['D', 'A', 'B', 'C']","1","1","z","7","NA","practice","1","z","NA","NA","NA","964","51","NA","NA","7","10976","7"
"NA","NA","100","1551","D","['D', 'A', 'B', 'C']","1","1","m","6","NA","practice","1","m","NA","NA","NA","1432","51","NA","NA","8","12408","8"
"NA","NA","100","2990","D","['D', 'A', 'B', 'C']","1","1","None","4","NA","study","0","None","NA","NA","NA","2990","51","sloping","NA","1","2990","1"
"NA","NA","100","2084.5","D","['D', 'A', 'B', 'C']","1","1","Z","8","NA","study","0","z","NA","NA","NA","1179","51","robotic","NA","2","4169","2"
"NA","NA","100","1695","D","['D', 'A', 'B', 'C']","1","1","Z","6","NA","study","0","z","NA","NA","NA","916","51","brittle","NA","3","5085","3"
"NA","NA","100","1546.75","D","['D', 'A', 'B', 'C']","1","1","Z","7","NA","study","0","z","NA","NA","NA","1102","51","unearth","NA","4","6187","4"
"NA","NA","100","1457.8","D","['D', 'A', 'B', 'C']","1","1","M","6","NA","study","0","m","NA","NA","NA","1102","51","reunite","NA","5","7289","5"
"NA","NA","100","1419.5","D","['D', 'A', 'B', 'C']","1","1","Z","4","NA","study","0","z","NA","NA","NA","1228","51","optical","NA","6","8517","6"
"NA","NA","100","1332","D","['D', 'A', 'B', 'C']","1","1","Z","4","NA","study","0","z","NA","NA","NA","807","51","tidings","NA","7","9324","7"
"NA","NA","100","1264","D","['D', 'A', 'B', 'C']","1","1","Z","4","NA","study","0","z","NA","NA","NA","788","51","tatters","NA","8","10112","8"
"NA","NA","100","1221.66666667","D","['D', 'A', 'B', 'C']","1","1","Z","8","NA","study","0","z","NA","NA","NA","883","51","pinhead","NA","9","10995","9"
"NA","NA","100","1205.2","D","['D', 'A', 'B', 'C']","1","1","Z","7","NA","study","0","z","NA","NA","NA","1057","51","conceal","NA","10","12052","10"
"NA","NA","100","1172.18181818","D","['D', 'A', 'B', 'C']","1","1","M","6","NA","study","0","m","NA","NA","NA","842","51","memento","NA","11","12894","11"
"NA","NA","100","1175.83333333","D","['D', 'A', 'B', 'C']","1","1","Z","1","NA","study","0","z","NA","NA","NA","1216","51","forgery","NA","12","14110","12"
"NA","NA","100","1145.15384615","D","['D', 'A', 'B', 'C']","1","1","M","4","NA","study","0","m","NA","NA","NA","777","51","etching","NA","13","14887","13"
"NA","NA","100","1139","D","['D', 'A', 'B', 'C']","1","1","Z","6","NA","study","0","z","NA","NA","NA","1059","51","whacker","NA","14","15946","14"
"NA","NA","100","1132.93333333","D","['D', 'A', 'B', 'C']","1","1","Z","9","NA","study","0","z","NA","NA","NA","1048","51","keynote","NA","15","16994","15"
"NA","NA","100","1119.1875","D","['D', 'A', 'B', 'C']","1","1","M","5","NA","study","0","m","NA","NA","NA","913","51","lawsuit","NA","16","17907","16"
"NA","NA","100","1104.70588235","D","['D', 'A', 'B', 'C']","1","1","M","7","NA","study","0","m","NA","NA","NA","873","51","invalid","NA","17","18780","17"
"NA","NA","100","1101.38888889","D","['D', 'A', 'B', 'C']","1","1","M","1","NA","study","0","m","NA","NA","NA","1045","51","fallout","NA","18","19825","18"
"NA","NA","100","1084.89473684","D","['D', 'A', 'B', 'C']","1","1","M","6","NA","study","0","m","NA","NA","NA","788","51","descent","NA","19","20613","19"
"NA","NA","100","1072.2","D","['D', 'A', 'B', 'C']","1","1","Z","1","NA","study","0","z","NA","NA","NA","831","51","deflect","NA","20","21444","20"
"NA","NA","100","1053.80952381","D","['D', 'A', 'B', 'C']","1","1","M","1","NA","study","0","m","NA","NA","NA","686","51","wayside","NA","21","22130","21"
"NA","NA","100","1041.27272727","D","['D', 'A', 'B', 'C']","1","1","M","4","NA","study","0","m","NA","NA","NA","778","51","earnest","NA","22","22908","22"
