"Ans","Expression","acc","avg_rt","condition","conditionorders","correct","correct_consent_resp","correct_response","nbackdigit","oldnew","phase","practice","response","response_age_form","response_feedback_resp","response_gender_form","response_time","subject_nr","target","test_word","total_correct","total_response_time","total_responses"
"NA","NA","100","17868","NA","['C', 'D', 'A', 'B']","undefined","1","NA","NA","NA","NA","NA","return","NA","NA","NA","7389","42","NA","NA","1","17868","1"
"NA","NA","100","2976","C","['C', 'D', 'A', 'B']","1","1","None","8","NA","practice","1","None","NA","NA","NA","2976","42","NA","NA","1","2976","1"
"NA","NA","100","2661.5","C","['C', 'D', 'A', 'B']","1","1","z","8","NA","practice","1","z","NA","NA","NA","2347","42","NA","NA","2","5323","2"
"NA","NA","100","2277.66666667","C","['C', 'D', 'A', 'B']","1","1","z","6","NA","practice","1","z","NA","NA","NA","1510","42","NA","NA","3","6833","3"
"NA","NA","100","2073.5","C","['C', 'D', 'A', 'B']","1","1","z","5","NA","practice","1","z","NA","NA","NA","1461","42","NA","NA","4","8294","4"
"NA","NA","100","1878.2","C","['C', 'D', 'A', 'B']","1","1","m","7","NA","practice","1","m","NA","NA","NA","1097","42","NA","NA","5","9391","5"
"NA","NA","100","1757.16666667","C","['C', 'D', 'A', 'B']","1","1","m","4","NA","practice","1","m","NA","NA","NA","1152","42","NA","NA","6","10543","6"
"NA","NA","100","1605.14285714","C","['C', 'D', 'A', 'B']","1","1","z","7","NA","practice","1","z","NA","NA","NA","693","42","NA","NA","7","11236","7"
"NA","NA","100","1462.5","C","['C', 'D', 'A', 'B']","1","1","m","6","NA","practice","1","m","NA","NA","NA","464","42","NA","NA","8","11700","8"
"NA","NA","100","2991","C","['C', 'D', 'A', 'B']","1","1","None","1","NA","study","0","None","NA","NA","NA","2991","42","drunkard","NA","1","2991","1"
"NA","NA","100","1951","C","['C', 'D', 'A', 'B']","1","1","M","3","NA","study","0","m","NA","NA","NA","911","42","matching","NA","2","3902","2"
"NA","NA","100","1593","C","['C', 'D', 'A', 'B']","1","1","M","5","NA","study","0","m","NA","NA","NA","877","42","loophole","NA","3","4779","3"
"NA","NA","100","1303.25","C","['C', 'D', 'A', 'B']","1","1","M","2","NA","study","0","m","NA","NA","NA","434","42","wanton","NA","4","5213","4"
"NA","NA","100","1183","C","['C', 'D', 'A', 'B']","1","1","Z","5","NA","study","0","z","NA","NA","NA","702","42","slayer","NA","5","5915","5"
"NA","NA","100","1083.83333333","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","588","42","govern","NA","6","6503","6"
"NA","NA","100","998.142857143","C","['C', 'D', 'A', 'B']","1","1","M","1","NA","study","0","m","NA","NA","NA","484","42","harass","NA","7","6987","7"
"NA","NA","100","925","C","['C', 'D', 'A', 'B']","1","1","M","3","NA","study","0","m","NA","NA","NA","413","42","bonsai","NA","8","7400","8"
"NA","NA","100","890.555555556","C","['C', 'D', 'A', 'B']","1","1","M","8","NA","study","0","m","NA","NA","NA","615","42","kidder","NA","9","8015","9"
"NA","NA","100","869.3","C","['C', 'D', 'A', 'B']","1","1","Z","7","NA","study","0","z","NA","NA","NA","678","42","poetic","NA","10","8693","10"
"NA","NA","100","858.727272727","C","['C', 'D', 'A', 'B']","1","1","M","2","NA","study","0","m","NA","NA","NA","753","42","acoustic","NA","11","9446","11"
"NA","NA","100","827.083333333","C","['C', 'D', 'A', 'B']","1","1","Z","4","NA","study","0","z","NA","NA","NA","479","42","marshy","NA","12","9925","12"
"NA","NA","100","812.153846154","C","['C', 'D', 'A', 'B']","1","1","Z","1","NA","study","0","z","NA","NA","NA","633","42","awareness","NA","13","10558","13"
"NA","NA","100","782.642857143","C","['C', 'D', 'A', 'B']","1","1","M","8","NA","study","0","m","NA","NA","NA","399","42","unplugged","NA","14","10957","14"
"NA","NA","100","775.866666667","C","['C', 'D', 'A', 'B']","1","1","Z","2","NA","study","0","z","NA","NA","NA","681","42","aquifer","NA","15","11638","15"
"NA","NA","100","755.5625","C","['C', 'D', 'A', 'B']","1","1","Z","8","NA","study","0","z","NA","NA","NA","451","42","precaution","NA","16","12089","16"
"NA","NA","100","736.352941176","C","['C', 'D', 'A', 'B']","1","1","Z","2","NA","study","0","z","NA","NA","NA","429","42","botanical","NA","17","12518","17"
