"Ans","Expression","acc","avg_rt","condition","conditionorders","correct","correct_consent_resp","correct_response","nbackdigit","oldnew","phase","practice","response","response_age_form","response_feedback_resp","response_gender_form","response_time","subject_nr","target","test_word","total_correct","total_response_time","total_responses"
"NA","NA","100","2936","NA","['D', 'A', 'B', 'C']","undefined","1","NA","NA","NA","NA","NA","return","NA","NA","NA","5994","53","NA","NA","1","2936","1"
"NA","NA","100","2974","D","['D', 'A', 'B', 'C']","1","1","None","8","NA","practice","1","None","NA","NA","NA","2974","53","NA","NA","1","2974","1"
"NA","NA","100","2200.5","D","['D', 'A', 'B', 'C']","1","1","z","8","NA","practice","1","z","NA","NA","NA","1427","53","NA","NA","2","4401","2"
"NA","NA","100","1805.66666667","D","['D', 'A', 'B', 'C']","1","1","z","6","NA","practice","1","z","NA","NA","NA","1016","53","NA","NA","3","5417","3"
"NA","NA","100","1625.75","D","['D', 'A', 'B', 'C']","1","1","z","5","NA","practice","1","z","NA","NA","NA","1086","53","NA","NA","4","6503","4"
"NA","NA","100","1486.2","D","['D', 'A', 'B', 'C']","1","1","m","7","NA","practice","1","m","NA","NA","NA","928","53","NA","NA","5","7431","5"
"NA","NA","100","1384","D","['D', 'A', 'B', 'C']","1","1","m","4","NA","practice","1","m","NA","NA","NA","873","53","NA","NA","6","8304","6"
"NA","NA","100","1313.57142857","D","['D', 'A', 'B', 'C']","1","1","z","7","NA","practice","1","z","NA","NA","NA","891","53","NA","NA","7","9195","7"
"NA","NA","100","1250.375","D","['D', 'A', 'B', 'C']","1","1","m","6","NA","practice","1","m","NA","NA","NA","808","53","NA","NA","8","10003","8"
"NA","NA","100","2990","D","['D', 'A', 'B', 'C']","1","1","None","2","NA","study","0","None","NA","NA","NA","2990","53","trilogy","NA","1","2990","1"
"NA","NA","100","2052.5","D","['D', 'A', 'B', 'C']","1","1","Z","4","NA","study","0","z","NA","NA","NA","1115","53","webbing","NA","2","4105","2"
"NA","NA","100","1779","D","['D', 'A', 'B', 'C']","1","1","Z","2","NA","study","0","z","NA","NA","NA","1232","53","growler","NA","3","5337","3"
"NA","NA","100","1532.25","D","['D', 'A', 'B', 'C']","1","1","Z","5","NA","study","0","z","NA","NA","NA","792","53","rebirth","NA","4","6129","4"
"NA","NA","100","1408.2","D","['D', 'A', 'B', 'C']","1","1","M","2","NA","study","0","m","NA","NA","NA","912","53","ailment","NA","5","7041","5"
"NA","NA","100","1306.16666667","D","['D', 'A', 'B', 'C']","1","1","Z","8","NA","study","0","z","NA","NA","NA","796","53","bubonic","NA","6","7837","6"
