"Ans","Expression","acc","avg_rt","condition","conditionorders","correct","correct_consent_resp","correct_response","nbackdigit","oldnew","phase","practice","response","response_age_form","response_feedback_resp","response_gender_form","response_time","subject_nr","target","test_word","total_correct","total_response_time","total_responses"
"NA","NA","100","16441","NA","['D', 'A', 'B', 'C']","undefined","1","NA","NA","NA","NA","NA","return","NA","NA","NA","7913","57","NA","NA","1","16441","1"
"NA","NA","100","2986","D","['D', 'A', 'B', 'C']","1","1","None","8","NA","practice","1","None","NA","NA","NA","2986","57","NA","NA","1","2986","1"
"NA","NA","100","2595.5","D","['D', 'A', 'B', 'C']","1","1","z","8","NA","practice","1","z","NA","NA","NA","2205","57","NA","NA","2","5191","2"
"NA","NA","100","2222.33333333","D","['D', 'A', 'B', 'C']","1","1","z","6","NA","practice","1","z","NA","NA","NA","1476","57","NA","NA","3","6667","3"
"NA","NA","100","1848.25","D","['D', 'A', 'B', 'C']","1","1","z","5","NA","practice","1","z","NA","NA","NA","726","57","NA","NA","4","7393","4"
"NA","NA","100","1574","D","['D', 'A', 'B', 'C']","1","1","m","7","NA","practice","1","m","NA","NA","NA","477","57","NA","NA","5","7870","5"
"NA","NA","100","1403.66666667","D","['D', 'A', 'B', 'C']","1","1","m","4","NA","practice","1","m","NA","NA","NA","552","57","NA","NA","6","8422","6"
"NA","NA","100","1277.57142857","D","['D', 'A', 'B', 'C']","1","1","z","7","NA","practice","1","z","NA","NA","NA","521","57","NA","NA","7","8943","7"
"NA","NA","100","1167.25","D","['D', 'A', 'B', 'C']","1","1","m","6","NA","practice","1","m","NA","NA","NA","395","57","NA","NA","8","9338","8"
"NA","NA","100","2991","D","['D', 'A', 'B', 'C']","1","1","None","5","NA","study","0","None","NA","NA","NA","2991","57","flapper","NA","1","2991","1"
"NA","NA","100","1799.5","D","['D', 'A', 'B', 'C']","1","1","M","9","NA","study","0","m","NA","NA","NA","608","57","meander","NA","2","3599","2"
"NA","NA","100","1335","D","['D', 'A', 'B', 'C']","1","1","M","5","NA","study","0","m","NA","NA","NA","406","57","salvage","NA","3","4005","3"
"NA","NA","100","1100.5","D","['D', 'A', 'B', 'C']","1","1","M","9","NA","study","0","m","NA","NA","NA","397","57","scuttle","NA","4","4402","4"
"NA","NA","100","969.2","D","['D', 'A', 'B', 'C']","1","1","M","1","NA","study","0","m","NA","NA","NA","444","57","getaway","NA","5","4846","5"
"NA","NA","100","885.5","D","['D', 'A', 'B', 'C']","1","1","M","1","NA","study","0","m","NA","NA","NA","467","57","appoint","NA","6","5313","6"
"NA","NA","100","850.571428571","D","['D', 'A', 'B', 'C']","1","1","M","7","NA","study","0","m","NA","NA","NA","641","57","comedic","NA","7","5954","7"
"NA","NA","100","838.75","D","['D', 'A', 'B', 'C']","1","1","M","9","NA","study","0","m","NA","NA","NA","756","57","twiddle","NA","8","6710","8"
"NA","NA","100","838.777777778","D","['D', 'A', 'B', 'C']","1","1","M","1","NA","study","0","m","NA","NA","NA","839","57","pursuit","NA","9","7549","9"
"NA","NA","100","828.8","D","['D', 'A', 'B', 'C']","1","1","M","2","NA","study","0","m","NA","NA","NA","739","57","creamed","NA","10","8288","10"
"NA","NA","100","794","D","['D', 'A', 'B', 'C']","1","1","Z","9","NA","study","0","z","NA","NA","NA","446","57","tidings","NA","11","8734","11"
"NA","NA","100","785.5","D","['D', 'A', 'B', 'C']","1","1","M","3","NA","study","0","m","NA","NA","NA","692","57","flyover","NA","12","9426","12"
"NA","NA","100","769.923076923","D","['D', 'A', 'B', 'C']","1","1","M","9","NA","study","0","m","NA","NA","NA","583","57","imaging","NA","13","10009","13"
"NA","NA","100","759.071428571","D","['D', 'A', 'B', 'C']","1","1","M","4","NA","study","0","m","NA","NA","NA","618","57","wayward","NA","14","10627","14"
"NA","NA","93.3333333333","745.133333333","D","['D', 'A', 'B', 'C']","0","1","Z","6","NA","study","0","m","NA","NA","NA","550","57","spindly","NA","14","11177","15"
"NA","NA","93.75","730.6875","D","['D', 'A', 'B', 'C']","1","1","Z","8","NA","study","0","z","NA","NA","NA","514","57","curdled","NA","15","11691","16"
"NA","NA","94.1176470588","711.058823529","D","['D', 'A', 'B', 'C']","1","1","Z","8","NA","study","0","z","NA","NA","NA","397","57","etching","NA","16","12088","17"
