"Ans","Expression","acc","avg_rt","condition","conditionorders","correct","correct_consent_resp","correct_response","nbackdigit","oldnew","phase","practice","response","response_age_form","response_feedback_resp","response_gender_form","response_time","subject_nr","target","test_word","total_correct","total_response_time","total_responses"
"NA","NA","100","29192","NA","['C', 'D', 'A', 'B']","undefined","1","NA","NA","NA","NA","NA","return","NA","NA","NA","6842","37","NA","NA","1","29192","1"
"NA","NA","100","2983","C","['C', 'D', 'A', 'B']","1","1","None","8","NA","practice","1","None","NA","NA","NA","2983","37","NA","NA","1","2983","1"
"NA","NA","100","2331.5","C","['C', 'D', 'A', 'B']","1","1","z","8","NA","practice","1","z","NA","NA","NA","1680","37","NA","NA","2","4663","2"
"NA","NA","100","1976","C","['C', 'D', 'A', 'B']","1","1","z","6","NA","practice","1","z","NA","NA","NA","1265","37","NA","NA","3","5928","3"
"NA","NA","100","1753","C","['C', 'D', 'A', 'B']","1","1","z","5","NA","practice","1","z","NA","NA","NA","1084","37","NA","NA","4","7012","4"
"NA","NA","100","1572","C","['C', 'D', 'A', 'B']","1","1","m","7","NA","practice","1","m","NA","NA","NA","848","37","NA","NA","5","7860","5"
"NA","NA","100","1468","C","['C', 'D', 'A', 'B']","1","1","m","4","NA","practice","1","m","NA","NA","NA","948","37","NA","NA","6","8808","6"
"NA","NA","100","1362.14285714","C","['C', 'D', 'A', 'B']","1","1","z","7","NA","practice","1","z","NA","NA","NA","727","37","NA","NA","7","9535","7"
"NA","NA","100","1312.125","C","['C', 'D', 'A', 'B']","1","1","m","6","NA","practice","1","m","NA","NA","NA","962","37","NA","NA","8","10497","8"
"NA","NA","100","2992","C","['C', 'D', 'A', 'B']","1","1","None","8","NA","study","0","None","NA","NA","NA","2992","37","converse","NA","1","2992","1"
"NA","NA","100","2040","C","['C', 'D', 'A', 'B']","1","1","Z","2","NA","study","0","z","NA","NA","NA","1088","37","scurry","NA","2","4080","2"
"NA","NA","100","1949","C","['C', 'D', 'A', 'B']","1","1","Z","7","NA","study","0","z","NA","NA","NA","1767","37","cottonwood","NA","3","5847","3"
"NA","NA","100","1693.75","C","['C', 'D', 'A', 'B']","1","1","M","5","NA","study","0","m","NA","NA","NA","928","37","thingy","NA","4","6775","4"
"NA","NA","100","1645.4","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","1452","37","zirconium","NA","5","8227","5"
"NA","NA","83.3333333333","1641.16666667","C","['C', 'D', 'A', 'B']","0","1","M","4","NA","study","0","z","NA","NA","NA","1620","37","antacid","NA","5","9847","6"
"NA","NA","85.7142857143","1547.14285714","C","['C', 'D', 'A', 'B']","1","1","Z","9","NA","study","0","z","NA","NA","NA","983","37","fake","NA","6","10830","7"
"NA","NA","87.5","1559.75","C","['C', 'D', 'A', 'B']","1","1","M","2","NA","study","0","m","NA","NA","NA","1648","37","glycerin","NA","7","12478","8"
"NA","NA","88.8888888889","1480.44444444","C","['C', 'D', 'A', 'B']","1","1","Z","1","NA","study","0","z","NA","NA","NA","846","37","lyre","NA","8","13324","9"
"NA","NA","90","1445.1","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","1127","37","alehouse","NA","9","14451","10"
"NA","NA","90.9090909091","1543.09090909","C","['C', 'D', 'A', 'B']","1","1","Z","4","NA","study","0","z","NA","NA","NA","2523","37","emcee","NA","10","16974","11"
"NA","NA","91.6666666667","1520.41666667","C","['C', 'D', 'A', 'B']","1","1","Z","1","NA","study","0","z","NA","NA","NA","1271","37","undressed","NA","11","18245","12"
"NA","NA","92.3076923077","1449.15384615","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","594","37","friendly","NA","12","18839","13"
"NA","NA","92.8571428571","1405.57142857","C","['C', 'D', 'A', 'B']","1","1","Z","9","NA","study","0","z","NA","NA","NA","839","37","podiatrist","NA","13","19678","14"
"NA","NA","93.3333333333","1417.26666667","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","1581","37","homophobic","NA","14","21259","15"
"NA","NA","93.75","1453.8125","C","['C', 'D', 'A', 'B']","1","1","Z","7","NA","study","0","z","NA","NA","NA","2002","37","unzip","NA","15","23261","16"
"NA","NA","94.1176470588","1450.70588235","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","1401","37","gastritis","NA","16","24662","17"
"NA","NA","94.4444444444","1500","C","['C', 'D', 'A', 'B']","1","1","Z","9","NA","study","0","z","NA","NA","NA","2338","37","carpal","NA","17","27000","18"
"NA","NA","94.7368421053","1497.31578947","C","['C', 'D', 'A', 'B']","1","1","M","1","NA","study","0","m","NA","NA","NA","1449","37","thorough","NA","18","28449","19"
"NA","NA","95","1485.65","C","['C', 'D', 'A', 'B']","1","1","M","8","NA","study","0","m","NA","NA","NA","1264","37","exorcist","NA","19","29713","20"
