"Ans","Expression","acc","avg_rt","condition","conditionorders","correct","correct_consent_resp","correct_response","nbackdigit","oldnew","phase","practice","response","response_age_form","response_feedback_resp","response_gender_form","response_time","subject_nr","target","test_word","total_correct","total_response_time","total_responses"
"NA","NA","100","34840","NA","['C', 'D', 'A', 'B']","undefined","1","NA","NA","NA","NA","NA","return","NA","NA","NA","8714","43","NA","NA","1","34840","1"
"NA","NA","100","2982","C","['C', 'D', 'A', 'B']","1","1","None","8","NA","practice","1","None","NA","NA","NA","2982","43","NA","NA","1","2982","1"
"NA","NA","100","2882","C","['C', 'D', 'A', 'B']","1","1","z","8","NA","practice","1","z","NA","NA","NA","2782","43","NA","NA","2","5764","2"
"NA","NA","100","2353.66666667","C","['C', 'D', 'A', 'B']","1","1","z","6","NA","practice","1","z","NA","NA","NA","1297","43","NA","NA","3","7061","3"
"NA","NA","100","1929.75","C","['C', 'D', 'A', 'B']","1","1","z","5","NA","practice","1","z","NA","NA","NA","658","43","NA","NA","4","7719","4"
"NA","NA","100","1691.4","C","['C', 'D', 'A', 'B']","1","1","m","7","NA","practice","1","m","NA","NA","NA","738","43","NA","NA","5","8457","5"
"NA","NA","100","1509.16666667","C","['C', 'D', 'A', 'B']","1","1","m","4","NA","practice","1","m","NA","NA","NA","598","43","NA","NA","6","9055","6"
"NA","NA","100","1373","C","['C', 'D', 'A', 'B']","1","1","z","7","NA","practice","1","z","NA","NA","NA","556","43","NA","NA","7","9611","7"
"NA","NA","100","1300.75","C","['C', 'D', 'A', 'B']","1","1","m","6","NA","practice","1","m","NA","NA","NA","795","43","NA","NA","8","10406","8"
"NA","NA","100","2991","C","['C', 'D', 'A', 'B']","1","1","None","4","NA","study","0","None","NA","NA","NA","2991","43","chairlady","NA","1","2991","1"
"NA","NA","100","2049.5","C","['C', 'D', 'A', 'B']","1","1","Z","7","NA","study","0","z","NA","NA","NA","1108","43","slightly","NA","2","4099","2"
"NA","NA","100","1702","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","1007","43","adopt","NA","3","5106","3"
"NA","NA","100","1446","C","['C', 'D', 'A', 'B']","1","1","M","2","NA","study","0","m","NA","NA","NA","678","43","sidewall","NA","4","5784","4"
"NA","NA","100","1271.4","C","['C', 'D', 'A', 'B']","1","1","Z","6","NA","study","0","z","NA","NA","NA","573","43","quickie","NA","5","6357","5"
"NA","NA","100","1164.33333333","C","['C', 'D', 'A', 'B']","1","1","Z","3","NA","study","0","z","NA","NA","NA","629","43","simple","NA","6","6986","6"
"NA","NA","100","1120.71428571","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","859","43","tradition","NA","7","7845","7"
"NA","NA","100","1139","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","1267","43","distract","NA","8","9112","8"
"NA","NA","100","1157.66666667","C","['C', 'D', 'A', 'B']","1","1","M","5","NA","study","0","m","NA","NA","NA","1307","43","splendid","NA","9","10419","9"
"NA","NA","100","1258","C","['C', 'D', 'A', 'B']","1","1","M","2","NA","study","0","m","NA","NA","NA","2161","43","stoma","NA","10","12580","10"
"NA","NA","100","1242.36363636","C","['C', 'D', 'A', 'B']","1","1","Z","7","NA","study","0","z","NA","NA","NA","1086","43","carnal","NA","11","13666","11"
"NA","NA","100","1215.08333333","C","['C', 'D', 'A', 'B']","1","1","M","5","NA","study","0","m","NA","NA","NA","915","43","importance","NA","12","14581","12"
"NA","NA","100","1193.23076923","C","['C', 'D', 'A', 'B']","1","1","M","1","NA","study","0","m","NA","NA","NA","931","43","gunsmith","NA","13","15512","13"
"NA","NA","100","1156","C","['C', 'D', 'A', 'B']","1","1","M","6","NA","study","0","m","NA","NA","NA","672","43","propose","NA","14","16184","14"
"NA","NA","100","1129.46666667","C","['C', 'D', 'A', 'B']","1","1","Z","9","NA","study","0","z","NA","NA","NA","758","43","excrete","NA","15","16942","15"
"NA","NA","100","1106.75","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","766","43","stability","NA","16","17708","16"
"NA","NA","100","1084.88235294","C","['C', 'D', 'A', 'B']","1","1","M","3","NA","study","0","m","NA","NA","NA","735","43","abrasion","NA","17","18443","17"
"NA","NA","100","1077.38888889","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","950","43","retention","NA","18","19393","18"
"NA","NA","100","1098","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","1469","43","worthless","NA","19","20862","19"
"NA","NA","100","1097.05","C","['C', 'D', 'A', 'B']","1","1","M","6","NA","study","0","m","NA","NA","NA","1079","43","drooping","NA","20","21941","20"
"NA","NA","100","1088.9047619","C","['C', 'D', 'A', 'B']","1","1","Z","2","NA","study","0","z","NA","NA","NA","926","43","wary","NA","21","22867","21"
"NA","NA","100","1080.40909091","C","['C', 'D', 'A', 'B']","1","1","Z","3","NA","study","0","z","NA","NA","NA","902","43","schnapps","NA","22","23769","22"
"NA","NA","100","1069.04347826","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","819","43","burlesque","NA","23","24588","23"
"NA","NA","100","1057.375","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","789","43","jambalaya","NA","24","25377","24"
"NA","NA","100","1070.2","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","1378","43","afterbirth","NA","25","26755","25"
"NA","NA","100","1074.92307692","C","['C', 'D', 'A', 'B']","1","1","M","3","NA","study","0","m","NA","NA","NA","1193","43","whatever","NA","26","27948","26"
"NA","NA","100","1095.48148148","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","1630","43","brainstem","NA","27","29578","27"
"NA","NA","100","1085.17857143","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","807","43","aspirate","NA","28","30385","28"
"NA","NA","100","1085.55172414","C","['C', 'D', 'A', 'B']","1","1","M","3","NA","study","0","m","NA","NA","NA","1096","43","unsafe","NA","29","31481","29"
"NA","NA","100","1072.63333333","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","698","43","endorphin","NA","30","32179","30"
"NA","NA","100","1070.48387097","C","['C', 'D', 'A', 'B']","1","1","Z","8","NA","study","0","z","NA","NA","NA","1006","43","agenda","NA","31","33185","31"
"NA","NA","100","1069.3125","C","['C', 'D', 'A', 'B']","1","1","Z","8","NA","study","0","z","NA","NA","NA","1033","43","soul","NA","32","34218","32"
"NA","NA","100","1080.24242424","C","['C', 'D', 'A', 'B']","1","1","Z","4","NA","study","0","z","NA","NA","NA","1430","43","workbook","NA","33","35648","33"
"NA","NA","100","1077.11764706","C","['C', 'D', 'A', 'B']","1","1","Z","9","NA","study","0","z","NA","NA","NA","974","43","mulled","NA","34","36622","34"
"NA","NA","100","1066.74285714","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","714","43","canola","NA","35","37336","35"
"NA","NA","100","1067.58333333","C","['C', 'D', 'A', 'B']","1","1","Z","5","NA","study","0","z","NA","NA","NA","1097","43","cockfight","NA","36","38433","36"
"NA","NA","100","1071.10810811","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","1198","43","precious","NA","37","39631","37"
"NA","NA","100","1060.36842105","C","['C', 'D', 'A', 'B']","1","1","M","1","NA","study","0","m","NA","NA","NA","663","43","poisonous","NA","38","40294","38"
"NA","NA","100","1057.33333333","C","['C', 'D', 'A', 'B']","1","1","M","9","NA","study","0","m","NA","NA","NA","942","43","houseplant","NA","39","41236","39"
"NA","NA","100","1053.55","C","['C', 'D', 'A', 'B']","1","1","M","7","NA","study","0","m","NA","NA","NA","906","43","needy","NA","40","42142","40"
"NA","NA","100","1049.73170732","C","['C', 'D', 'A', 'B']","1","1","M","4","NA","study","0","m","NA","NA","NA","897","43","flail","NA","41","43039","41"
"NA","NA","100","1048.23809524","C","['C', 'D', 'A', 'B']","1","1","Z","2","NA","study","0","z","NA","NA","NA","987","43","absinthe","NA","42","44026","42"
